"","V1","V2"
"1",2.37354618925767,3.71266630705141
"2",3.18364332422208,2.92643559587367
"3",2.16437138758995,2.96236582853295
"4",4.59528080213779,2.31833952124434
"5",3.32950777181536,2.67572972775368
"6",2.17953161588198,3.06016044043452
"7",3.48742905242849,2.41110551374034
"8",3.73832470512922,3.53149619263257
"9",3.57578135165349,1.48160591821321
"10",2.69461161284364,3.30655786078977
"11",4.51178116845085,1.46355017646241
"12",3.38984323641143,2.69902387316339
"13",2.3787594194582,2.47172009555499
"14",0.7853001128225,2.347905219319
"15",4.12493091814311,2.94310322215261
"16",2.95506639098477,1.08564057431999
"17",2.98380973690105,4.17658331201856
"18",3.9438362106853,1.335027563788
"19",3.82122119509809,2.53646959852761
"20",3.59390132121751,1.88407989495715
"21",3.91897737160822,2.24918099880655
"22",3.78213630073107,5.08716654562835
"23",3.07456498336519,3.01739561969325
"24",1.01064830413663,1.71369946956567
"25",3.61982574789471,1.35939446558142
"26",5.943871260471,6.45018710127266
"27",5.84420449329467,5.98144016728536
"28",4.52924761610073,5.68193162545616
"29",5.52184994489138,5.0706378525463
"30",6.4179415601997,4.51253968985852
"31",7.35867955152904,4.92480770338432
"32",5.897212272657,7.00002880371391
"33",6.38767161155937,5.37873330520318
"34",5.9461949594171,4.61557315261551
"35",4.62294044317139,7.86929062242358
"36",5.58500543670032,6.42510037737245
"37",5.60571004628965,5.76135289908697
"38",5.94068660328881,7.05848304870902
"39",7.10002537198388,6.88642265137494
"40",6.76317574845754,5.38075695176885
"41",5.83547640374641,8.20610246454047
"42",5.74663831986349,5.74497296985898
"43",6.69696337540474,4.57550534978719
"44",6.55666319867366,5.85560039804578
"45",5.31124430545048,6.20753833923234
"46",5.29250484303788,8.30797839905936
"47",6.36458196213683,6.10580236789371
"48",6.76853292451542,6.45699880542341
"49",5.88765378784977,5.92284706464347
"50",6.88110772645422,5.66599915763346
"51",9.39810588036707,8.96527397168872
"52",8.38797360674923,9.78763960563016
"53",9.34111969142442,11.0752450086523
"54",7.87063690391921,10.0273924387638
"55",10.433023701701,10.2079083983867
"56",10.9803998985059,7.76867657844196
"57",8.63277852353349,9.98389557005338
"58",7.95586537368347,9.21992480366065
"59",9.56971962744241,7.53274997090776
"60",8.86494539611918,9.52102274264814
"61",11.4016177605048,8.84124539528398
"62",8.96075999726683,10.4645873119698
"63",9.68973936245078,8.23391800039533
"64",9.02800215878067,8.56978824607145
"65",8.25672679111759,8.07389050262256
"66",9.18879229951434,8.82289603856346
"67",7.19504137110896,9.40201177948634
"68",10.4655548615629,8.26825182688039
"69",9.1532533382119,9.83037316798167
"70",11.1726116703622,7.79191721369553
"71",9.47550952889966,7.95201558719226
"72",8.29005356907819,10.4411577068443
"73",9.61072635348905,7.98415253469535
"74",8.06590236835575,9.41197471231751
"75",7.7463665997609,8.61892394889108
"76",12.2914462355175,12.4094018396509
"77",11.5567081267816,13.688873286204
"78",12.0011053516316,13.586588433442
"79",12.0743413241517,11.6690921993172
"80",11.4104790538119,9.71476446470753
"81",11.4313312671815,14.4976615898342
"82",11.8648213848762,12.6670661667655
"83",13.1780869965732,12.5413273359637
"84",10.4764331995702,11.9866004768541
"85",12.5939461876284,12.5101084229529
"86",12.3329503712135,11.8356241682303
"87",13.0630998372764,12.4206946432545
"88",11.6958160763657,11.5997532560224
"89",12.3700188099163,10.6297921224525
"90",12.2670987907722,12.9878382674549
"91",11.4574799690084,13.5197450254995
"92",13.2078678059832,11.6912594307744
"93",13.160402615695,10.7467102443923
"94",12.700213649515,12.6422413056778
"95",13.5868334545408,11.955290863106
"96",12.5584864255653,10.2667815931752
"97",10.723407791542,12.0021318596803
"98",11.4267345857631,11.3696996660719
"99",10.7753873851016,11.6590314201396
"100",11.5265993635607,10.8434276373641
"101",14.3796333227759,16.8031419079175
"102",15.0421158731442,14.6688679636088
"103",14.0890783514476,13.3944865877469
"104",15.1580287724041,15.1971934387395
"105",14.3454153560812,15.2631756464055
"106",16.7672872693726,14.0141732995907
"107",15.7167074760172,12.1110793283205
"108",15.9101742294952,14.3595182974349
"109",15.3841853578263,15.5705076359205
"110",16.6821760805194,14.9402767239574
"111",14.364263546051,14.9018212559948
"112",14.5383552696394,15.5608207286201
"113",16.4322822385417,13.8135413614205
"114",14.3493036466896,16.0967770442742
"115",14.792619256398,14.9946559717218
"116",14.607192070558,15.7073106673981
"117",14.6800071314515,16.0341077347375
"118",14.7208866970234,15.2234804149153
"119",15.4941883312678,14.121292387134
"120",14.8226695177304,16.1629645559673
"121",14.4940425378857,12.9998350552145
"122",16.3430388251704,14.4552092599983
"123",14.7854205914531,14.744329290843
"124",14.8204434699566,14.833878963235
"125",14.8998092587864,16.0204639087841
