"","V1","V2"
"1",2.03806658408012,2.23755139476793
"2",2.70747427712153,3.38607379083817
"3",3.25878821624125,2.33599665535753
"4",1.84786811408487,1.27565580484573
"5",3.19578282628638,4.15631907930311
"6",3.03012394460163,3.69350658987136
"7",3.08541773161227,3.14315635616751
"8",4.11661021271527,4.4928135601807
"9",1.78114258442201,1.3678465210425
"10",4.26736872208989,3.12784602334533
"11",2.25521840386486,0.59633627286994
"12",1.86878142916426,4.44392825556698
"13",2.28364150996702,2.12110694969209
"14",3.25265236964621,1.69356167278435
"15",3.1520457066556,2.12280100741313
"16",2.69234357032158,1.83561954051045
"17",2.04698266909188,1.01765231994462
"18",2.35175718855153,2.0100557651364
"19",4.22431362428058,2.8483153988341
"20",3.19981160798297,3.91250679064876
"21",2.42151627814003,3.40766980824451
"22",2.05769926652246,1.75781562479495
"23",2.79627182033801,2.35730558810919
"24",1.33352515996984,4.93024368882515
"25",2.51554489084901,3.4101993640142
"26",5.2589273392784,4.70865067902829
"27",7.16061577924134,8.63504537476528
"28",7.01206712493423,6.48707228823025
"29",5.92792152591344,6.85389231794587
"30",4.86321770190068,7.08844270545127
"31",6.90062472898267,6.22601395708883
"32",6.85177044709222,6.06819883756206
"33",6.72771517415448,5.01518446734398
"34",6.73650214568861,4.68914557815626
"35",5.64787038305431,8.46405533523018
"36",6.70551551348551,5.33457193013893
"37",7.30035798873208,6.91286264802263
"38",6.03825201414427,6.96466422628936
"39",5.02071623000372,7.6080029371317
"40",6.79376123087253,7.83539952490215
"41",6.78650687200945,6.70246273324454
"42",5.6895368690407,7.21785407875396
"43",7.6988848455591,4.87634617085375
"44",5.20540629145072,6.66833011553932
"45",6.34843771618003,7.21641148833652
"46",3.73459892648222,6.23457535394817
"47",5.83779472097175,5.58130341249761
"48",7.13086499145889,6.23822008996179
"49",5.54445402373954,5.44941180792959
"50",5.10083368446113,5.49939723147806
"51",9.72683890173125,10.1638974920419
"52",8.19055909813476,11.1555369544259
"53",9.26708511595523,7.2908429908975
"54",7.26273628946641,7.39917738487655
"55",7.58857486419113,7.9614465865373
"56",8.54644877322151,9.32309422061129
"57",7.96450872463194,8.11115284626483
"58",10.3621428932593,9.3936789818851
"59",9.91745673697502,9.23654146806694
"60",8.21485783892317,8.56950318651306
"61",9.57351817314727,8.45206687366488
"62",9.91819620773777,7.67774834116448
"63",9.25628727298573,9.68212674938119
"64",9.35196655593757,11.162789481532
"65",10.1743373570956,8.58333035070726
"66",8.5191536247108,7.64268210307344
"67",8.5811702778644,8.32877353808045
"68",9.95511280322035,9.64991824345291
"69",7.71099338905213,9.77129117477108
"70",9.18619743307504,11.676631927184
"71",8.96867449805277,7.62912857874619
"72",9.46709730984657,9.0577591454958
"73",10.0241976742046,8.80293249183235
"74",9.2673584522344,7.7384823744778
"75",9.2318261028602,8.33755743836348
"76",12.7475924645224,10.6676476755176
"77",13.2170685105242,12.277323620786
"78",12.3833583451683,13.0855338489135
"79",11.0119471784079,10.3572815105267
"80",11.8431470898032,11.5428197415584
"81",13.7355352162481,13.4611718454525
"82",11.6477016944999,10.3274673976425
"83",12.6886400441257,13.5610959964386
"84",13.2244060958027,10.5066293521778
"85",12.7942963033035,10.817550859412
"86",11.9935976015783,11.6434131190342
"87",12.219150635167,11.0843598753818
"88",11.1135362489946,12.8494854850427
"89",12.4397602913719,11.5103927618888
"90",11.1136102493345,12.7279832101894
"91",11.146181545645,11.3806867813069
"92",11.0100056692515,12.343735542962
"93",11.3491222630761,13.8136254007118
"94",13.053946660494,13.4532268299432
"95",11.6091219665692,12.4124294429869
"96",11.9294136063899,12.2019759593743
"97",11.537949190503,13.6843468984371
"98",12.5409082669903,11.0351755220657
"99",12.9316349709265,12.6621551942447
"100",11.7907256547916,11.4466560060036
"101",15.6173500484721,17.4442052305831
"102",14.5949224873066,14.6953701636083
"103",16.0531037627893,14.8826301314784
"104",15.6022842462329,15.9694287871821
"105",16.0174611767962,15.5909396299426
"106",15.608167318012,13.7910415984766
"107",15.2067359954465,14.6980715765943
"108",13.102272708206,15.4012604751531
"109",14.3174171683217,13.3116317586018
"110",15.4813384154488,14.287007528622
"111",14.5369689619975,14.7456996633402
"112",14.72025830422,13.9984331715285
"113",14.5863098554488,14.0758996464378
"114",16.6187665209943,15.4402455689565
"115",14.2789442891362,14.6731833890505
"116",14.5469068426719,14.7255241246757
"117",15.0142571608117,16.2841420588694
"118",15.2157646211953,15.3042117765867
"119",15.1888701952931,16.2736826559013
"120",14.9498515056649,16.0334479322384
"121",13.5045803680812,15.6653841561424
"122",15.3678377528336,14.6866718914148
"123",15.5171440221756,15.4640766853231
"124",14.515664534949,15.4786058598124
"125",15.6748556159232,17.536235794746
